transaction_id,product_id,rep_id,date,revenue
T12773,P001,SR1485,2023-09-08,735.37
T12774,P003,SR1147,2023-08-16,418.51
T12775,P001,SR577,2023-09-09,504.78
T12776,P002,SR934,2023-08-17,1117.75
T12777,P002,SR1643,2023-08-29,1838.26
T12778,P003,SR773,2023-09-10,269.07
T12779,P004,SR1090,2023-09-10,396.84
T12780,P003,SR1660,2023-08-24,1089.92
T12781,P004,SR629,2023-08-16,548.27
T12782,P003,SR1604,2023-09-01,833.87
T12783,P004,SR2632,2023-08-20,1145.24
T12784,P004,SR1338,2023-09-01,110.84
T12785,P003,SR2074,2023-08-26,282.91
T12786,P002,SR370,2023-09-04,1290.37
T12787,P003,SR1418,2023-09-15,1490.06
T12788,P001,SR1416,2023-09-11,861.69
T12789,P004,SR1715,2023-09-03,257.16
T12790,P004,SR2138,2023-08-27,670.32
T12791,P002,SR2702,2023-09-10,1988.82
T12792,P002,SR573,2023-08-29,1140.81
T12793,P004,SR2471,2023-09-10,1579.1
T12794,P002,SR285,2023-08-18,582.25
T12795,P002,SR978,2023-08-16,1709.92
T12796,P004,SR1468,2023-08-20,611.52
T12797,P001,SR2151,2023-09-08,1531.85
T12798,P004,SR2330,2023-09-05,1535.77
T12799,P002,SR1404,2023-08-21,1261.68
T12800,P004,SR428,2023-08-16,111.22
T12801,P001,SR062,2023-09-14,1811.67
T12802,P001,SR2362,2023-08-30,1289.18
T12803,P004,SR2727,2023-09-04,124.53
T12804,P002,SR210,2023-09-06,1035.35
T12805,P003,SR1370,2023-09-12,1494.97
T12806,P001,SR2218,2023-09-13,1052.43
T12807,P002,SR2425,2023-09-05,288.32
T12808,P003,SR1861,2023-08-25,1782.99
T12809,P002,SR2568,2023-08-17,903.23
T12810,P004,SR2327,2023-09-14,555.18
T12811,P001,SR379,2023-08-16,1869.52
T12812,P003,SR885,2023-08-30,309.92
T12813,P004,SR532,2023-08-31,826.66
T12814,P002,SR1305,2023-09-02,785.37
T12815,P002,SR2498,2023-08-23,170.53
T12816,P001,SR1102,2023-09-04,1802.95
T12817,P002,SR727,2023-09-15,909.92
T12818,P004,SR709,2023-08-20,1907.03
T12819,P004,SR2696,2023-08-31,1733.88
T12820,P004,SR1909,2023-09-14,765.35
T12821,P001,SR1463,2023-09-10,1010.89
T12822,P001,SR542,2023-08-23,809.35
T12823,P001,SR323,2023-08-22,262.27
T12824,P002,SR1948,2023-08-21,1070.94
T12825,P003,SR1754,2023-08-20,1758.5
T12826,P001,SR2153,2023-09-03,689.34
T12827,P002,SR1180,2023-08-26,1931.16
T12828,P003,SR1554,2023-08-22,530.01
T12829,P004,SR109,2023-08-21,1952.38
T12830,P003,SR052,2023-09-02,1275.13
T12831,P003,SR2493,2023-09-14,1524.52
T12832,P004,SR2078,2023-09-01,339.68
T12833,P001,SR1533,2023-09-14,1346.82
T12834,P002,SR1033,2023-09-08,1483.16
T12835,P004,SR2238,2023-09-05,412.49
T12836,P003,SR2160,2023-09-06,722.82
T12837,P002,SR1334,2023-08-30,1370.43
T12838,P004,SR2172,2023-09-04,1806.73
T12839,P002,SR2691,2023-09-13,987.54
T12840,P003,SR2979,2023-09-09,751.31
T12841,P003,SR2438,2023-08-20,1225.08
T12842,P004,SR028,2023-09-01,1672.37
T12843,P004,SR771,2023-09-05,1675.52
T12844,P001,SR2162,2023-09-10,1184.42
T12845,P002,SR2506,2023-09-01,523.65
T12846,P002,SR2720,2023-09-11,289.4
T12847,P002,SR117,2023-09-07,1284.53
T12848,P003,SR502,2023-08-17,1918.16
T12849,P004,SR1378,2023-08-23,1993.27
T12850,P003,SR1344,2023-08-23,1351.07
T12851,P003,SR2917,2023-09-05,1850.03
T12852,P003,SR1472,2023-09-02,1338.3
T12853,P001,SR1151,2023-08-22,454.79
T12854,P002,SR2353,2023-08-16,501.95
T12855,P002,SR1167,2023-09-03,722.75
T12856,P001,SR1329,2023-09-10,1814.37
T12857,P001,SR2992,2023-09-01,1851.26
T12858,P001,SR976,2023-09-05,718.81
T12859,P004,SR1965,2023-09-04,1027.8
T12860,P001,SR1031,2023-08-21,930.59
T12861,P001,SR718,2023-08-18,397.53
T12862,P004,SR1345,2023-09-05,957.59
T12863,P002,SR1603,2023-08-27,463.7
T12864,P004,SR168,2023-09-06,1226.34
T12865,P004,SR110,2023-09-13,1566.63
T12866,P003,SR1982,2023-09-09,432.03
T12867,P003,SR2630,2023-08-29,1488.99
T12868,P003,SR1161,2023-09-05,1190.99
T12869,P001,SR1003,2023-08-20,687.16
T12870,P002,SR692,2023-08-26,1460.88
T12871,P004,SR2989,2023-09-07,719.06
T12872,P002,SR1327,2023-09-14,1144.0
T12873,P001,SR2050,2023-09-13,1057.05
T12874,P003,SR1543,2023-09-13,480.7
T12875,P001,SR1035,2023-08-29,499.41
T12876,P004,SR2746,2023-08-24,565.15
T12877,P003,SR2089,2023-08-18,144.72
T12878,P004,SR353,2023-09-12,1939.33
T12879,P002,SR300,2023-08-29,1937.28
T12880,P002,SR462,2023-09-14,815.9
T12881,P001,SR296,2023-08-18,1774.75
T12882,P003,SR745,2023-09-10,664.05
T12883,P002,SR1078,2023-08-17,769.7
T12884,P001,SR1916,2023-08-23,818.78
T12885,P004,SR2708,2023-09-12,1187.28
T12886,P003,SR1623,2023-09-03,1412.26
T12887,P001,SR2720,2023-08-26,432.07
T12888,P002,SR1030,2023-09-14,619.86
T12889,P004,SR204,2023-08-18,207.86
T12890,P004,SR780,2023-09-14,653.92
T12891,P004,SR1106,2023-08-25,208.29
T12892,P002,SR2971,2023-08-27,500.3
T12893,P003,SR188,2023-09-05,1847.35
T12894,P003,SR818,2023-08-22,265.65
T12895,P004,SR1776,2023-09-02,773.29
T12896,P002,SR110,2023-08-26,1925.07
T12897,P003,SR408,2023-09-01,1290.25
T12898,P003,SR1994,2023-09-06,666.23
T12899,P001,SR099,2023-08-21,1722.79
T12900,P003,SR1441,2023-09-09,1407.22
T12901,P003,SR2858,2023-09-03,1213.73
T12902,P002,SR867,2023-08-19,1798.74
T12903,P003,SR1491,2023-08-28,1752.68
T12904,P002,SR985,2023-09-11,854.99
T12905,P004,SR1839,2023-08-26,947.44
T12906,P001,SR2844,2023-08-28,586.75
T12907,P003,SR139,2023-08-26,1126.23
T12908,P002,SR1284,2023-09-14,1654.29
T12909,P004,SR938,2023-09-07,1403.22
T12910,P003,SR1120,2023-09-06,610.73
T12911,P004,SR1336,2023-08-21,1080.5
T12912,P003,SR2846,2023-09-14,198.81
T12913,P004,SR2852,2023-09-10,192.78
T12914,P003,SR699,2023-09-09,721.37
T12915,P004,SR1644,2023-09-01,668.87
T12916,P002,SR2143,2023-08-29,1174.64
T12917,P002,SR030,2023-09-12,896.61
T12918,P001,SR2174,2023-08-30,1868.06
T12919,P002,SR2024,2023-09-05,1104.04
T12920,P002,SR384,2023-09-09,826.61
T12921,P003,SR1820,2023-09-11,144.98
T12922,P001,SR2990,2023-09-13,117.35
T12923,P002,SR2901,2023-08-20,959.28
T12924,P002,SR2653,2023-09-07,574.18
T12925,P002,SR1171,2023-09-07,272.29
T12926,P001,SR2784,2023-09-02,177.56
T12927,P004,SR1154,2023-08-18,700.46
T12928,P002,SR1126,2023-08-18,563.21
T12929,P001,SR2596,2023-08-31,420.74
T12930,P004,SR2202,2023-09-08,652.69
T12931,P004,SR2168,2023-09-01,794.85
T12932,P004,SR1875,2023-09-04,973.48
T12933,P003,SR2988,2023-09-05,452.71
T12934,P004,SR2920,2023-08-22,174.25
T12935,P002,SR385,2023-08-20,1169.91
T12936,P002,SR1179,2023-08-31,1803.36
T12937,P002,SR2869,2023-08-20,1471.88
T12938,P003,SR2324,2023-08-29,1355.59
T12939,P002,SR353,2023-08-26,481.88
T12940,P001,SR2525,2023-09-06,1510.49
T12941,P004,SR1564,2023-08-31,201.58
T12942,P001,SR028,2023-08-23,1258.98
T12943,P003,SR801,2023-08-24,1910.83
T12944,P004,SR1603,2023-09-07,1258.39
T12945,P003,SR265,2023-08-18,1991.17
T12946,P004,SR801,2023-08-24,1198.46
T12947,P002,SR1218,2023-09-07,1421.24
T12948,P004,SR2719,2023-08-27,1971.03
T12949,P002,SR1811,2023-08-18,1879.77
T12950,P002,SR2183,2023-08-29,1766.7
T12951,P001,SR848,2023-09-11,1909.43
T12952,P003,SR2376,2023-09-08,1423.96
T12953,P003,SR402,2023-08-21,1989.24
T12954,P001,SR1891,2023-08-24,1324.16
T12955,P004,SR2450,2023-08-17,696.28
T12956,P002,SR2575,2023-09-09,1859.1
T12957,P002,SR2630,2023-08-20,126.06
T12958,P001,SR1832,2023-08-24,1930.13
T12959,P001,SR1760,2023-08-29,1730.79
T12960,P002,SR2949,2023-08-23,1826.07
T12961,P004,SR166,2023-09-10,813.87
T12962,P001,SR2674,2023-09-01,1864.71
T12963,P004,SR2688,2023-08-29,378.2
T12964,P001,SR1312,2023-08-21,891.59
T12965,P001,SR952,2023-09-04,1059.34
T12966,P001,SR2387,2023-09-06,955.74
T12967,P002,SR1721,2023-08-22,1386.6
T12968,P001,SR1377,2023-09-06,1887.54
T12969,P004,SR815,2023-08-22,856.72
T12970,P003,SR745,2023-08-20,332.17
T12971,P002,SR058,2023-09-08,262.64
T12972,P001,SR2316,2023-09-11,1406.4
T12973,P001,SR795,2023-08-26,1603.92
T12974,P003,SR2530,2023-09-06,382.28
T12975,P004,SR1326,2023-08-30,1699.94
T12976,P002,SR1303,2023-08-23,583.93
T12977,P004,SR1870,2023-09-04,1234.7
T12978,P003,SR688,2023-08-26,1680.15
T12979,P004,SR2498,2023-08-18,1095.76
T12980,P003,SR247,2023-09-01,398.73
T12981,P003,SR1674,2023-09-07,1593.64
T12982,P004,SR1053,2023-08-22,1657.33
T12983,P004,SR2897,2023-08-19,1251.73
T12984,P001,SR1782,2023-08-28,137.84
T12985,P002,SR2596,2023-08-17,1689.32
T12986,P003,SR431,2023-09-11,1324.15
T12987,P002,SR211,2023-08-17,1662.22
T12988,P004,SR1682,2023-08-21,823.85
T12989,P002,SR1820,2023-09-15,1863.53
T12990,P001,SR1520,2023-09-03,618.09
T12991,P002,SR2937,2023-09-13,1877.5
T12992,P002,SR009,2023-09-07,1820.83
T12993,P002,SR2691,2023-09-13,1061.54
T12994,P003,SR2555,2023-09-14,1598.62
T12995,P003,SR1036,2023-08-31,690.96
T12996,P001,SR2435,2023-08-28,980.27
T12997,P003,SR2736,2023-08-21,1418.62
T12998,P003,SR2218,2023-09-06,587.19
T12999,P002,SR2791,2023-09-03,1396.46
T13000,P004,SR1376,2023-09-09,1801.73
T13001,P002,SR1164,2023-08-21,1669.1
T13002,P003,SR385,2023-09-11,1923.29
T13003,P004,SR296,2023-09-11,218.19
T13004,P004,SR585,2023-09-02,644.66
T13005,P004,SR298,2023-08-17,974.55
T13006,P001,SR512,2023-09-01,655.97
T13007,P003,SR1583,2023-08-19,1760.69
T13008,P003,SR1453,2023-09-15,1557.71
T13009,P002,SR2671,2023-08-16,778.61
T13010,P001,SR2518,2023-09-14,938.96
T13011,P002,SR2379,2023-08-21,697.54
T13012,P003,SR982,2023-09-02,1345.85
T13013,P004,SR1721,2023-09-15,259.32
T13014,P004,SR1346,2023-08-30,1438.53
T13015,P004,SR2055,2023-09-10,140.29
T13016,P002,SR293,2023-08-31,272.03
T13017,P002,SR2832,2023-08-17,1526.83
T13018,P001,SR2243,2023-09-10,178.34
T13019,P002,SR2818,2023-09-13,442.28
T13020,P002,SR204,2023-09-15,666.06
T13021,P002,SR631,2023-09-01,603.69
T13022,P003,SR802,2023-09-09,1227.73
T13023,P003,SR256,2023-09-01,1752.05
T13024,P002,SR2592,2023-09-05,950.01
T13025,P002,SR1653,2023-08-30,513.15
T13026,P003,SR1240,2023-09-07,1681.32
T13027,P001,SR504,2023-08-25,1106.33
T13028,P003,SR1674,2023-08-26,313.29
T13029,P002,SR1327,2023-09-08,721.02
T13030,P003,SR298,2023-09-04,1079.29
T13031,P003,SR2797,2023-09-10,309.97
T13032,P001,SR2177,2023-08-26,906.94
T13033,P003,SR1932,2023-08-16,1545.68
T13034,P004,SR266,2023-09-06,1757.96
T13035,P003,SR541,2023-09-05,1973.73
T13036,P002,SR207,2023-09-02,179.9
T13037,P001,SR1171,2023-09-07,1784.13
T13038,P004,SR1588,2023-09-11,1334.64
T13039,P003,SR1149,2023-08-26,838.39
T13040,P003,SR2893,2023-08-21,1239.96
T13041,P001,SR2798,2023-09-09,1819.7
T13042,P003,SR627,2023-09-13,837.83
T13043,P004,SR778,2023-09-09,1218.02
T13044,P001,SR1760,2023-08-29,408.23
T13045,P003,SR1581,2023-08-16,468.34
T13046,P004,SR2095,2023-09-09,1004.56
T13047,P004,SR2431,2023-09-15,1257.63
T13048,P003,SR2615,2023-09-12,540.8
T13049,P001,SR1332,2023-09-10,1416.8
T13050,P002,SR1563,2023-09-07,900.02
T13051,P003,SR1189,2023-08-26,566.23
T13052,P003,SR1895,2023-09-02,383.51
T13053,P004,SR2228,2023-08-18,737.25
T13054,P002,SR2144,2023-09-02,762.59
T13055,P001,SR2368,2023-09-03,1997.37
T13056,P001,SR009,2023-09-11,973.17
T13057,P001,SR1180,2023-08-18,118.62
T13058,P002,SR1796,2023-09-12,1979.98
T13059,P003,SR2927,2023-09-01,855.19
T13060,P002,SR539,2023-08-27,1379.42
T13061,P001,SR1920,2023-08-20,1048.4
T13062,P004,SR2167,2023-08-16,1048.52
T13063,P004,SR720,2023-08-31,507.02
T13064,P001,SR1203,2023-09-10,1533.96
T13065,P002,SR2341,2023-08-26,992.69
T13066,P004,SR2398,2023-08-27,1532.73
T13067,P004,SR2725,2023-09-10,1755.55
T13068,P001,SR925,2023-08-19,1371.24
T13069,P004,SR2759,2023-08-16,367.41
T13070,P003,SR2340,2023-08-23,1628.67
T13071,P003,SR1933,2023-09-05,774.01
T13072,P003,SR1212,2023-08-20,1529.85
T13073,P001,SR2595,2023-09-10,755.16
T13074,P002,SR2660,2023-08-19,1887.04
T13075,P002,SR1559,2023-08-30,1448.17
T13076,P001,SR1141,2023-08-31,692.43
T13077,P003,SR1917,2023-08-17,786.3
T13078,P004,SR2953,2023-09-13,1387.43
T13079,P001,SR2691,2023-09-02,1345.55
T13080,P003,SR514,2023-08-17,1888.47
T13081,P003,SR1339,2023-09-02,1266.22
T13082,P002,SR1283,2023-09-12,1215.42
T13083,P001,SR552,2023-09-02,517.25
T13084,P002,SR2003,2023-08-24,1434.05
T13085,P004,SR2508,2023-09-10,1200.33
T13086,P003,SR149,2023-08-24,313.99
T13087,P004,SR1673,2023-09-05,336.01
T13088,P004,SR1778,2023-08-18,600.51
T13089,P001,SR335,2023-08-28,587.83
T13090,P002,SR2219,2023-09-02,562.23
T13091,P002,SR2021,2023-08-20,1570.65
T13092,P001,SR1293,2023-08-18,772.3
T13093,P001,SR1138,2023-08-27,1395.17
T13094,P003,SR1325,2023-08-21,1437.93
T13095,P004,SR1562,2023-09-11,1184.77
T13096,P001,SR2722,2023-08-28,946.28
T13097,P003,SR2335,2023-08-25,1313.98
T13098,P004,SR2827,2023-09-09,641.98
T13099,P002,SR2173,2023-08-20,1312.92
T13100,P003,SR1836,2023-09-11,356.18
T13101,P003,SR2561,2023-09-02,1246.97
T13102,P004,SR2161,2023-09-03,1329.29
T13103,P003,SR1811,2023-09-15,1635.59
T13104,P004,SR240,2023-09-10,602.86
T13105,P001,SR931,2023-08-16,742.99
T13106,P003,SR1925,2023-09-10,1307.78
T13107,P003,SR1029,2023-08-20,1161.37
T13108,P001,SR940,2023-09-04,1086.72
T13109,P001,SR1003,2023-08-23,1575.41
T13110,P002,SR589,2023-08-27,732.66
T13111,P003,SR1001,2023-08-19,1324.36
T13112,P004,SR661,2023-08-16,489.68
T13113,P001,SR648,2023-08-29,1073.96
T13114,P002,SR1835,2023-08-29,724.91
T13115,P002,SR1448,2023-08-31,1629.81
T13116,P001,SR271,2023-09-06,510.66
T13117,P001,SR1864,2023-09-07,1054.6
T13118,P004,SR726,2023-08-30,517.24
T13119,P004,SR2353,2023-09-01,957.79
T13120,P002,SR207,2023-09-11,1714.61
T13121,P004,SR2958,2023-08-16,1899.11
T13122,P003,SR615,2023-09-06,1253.71
T13123,P002,SR948,2023-08-27,242.89
T13124,P001,SR1343,2023-08-21,1052.76
T13125,P004,SR2970,2023-08-17,280.7
T13126,P003,SR2856,2023-09-08,1383.52
T13127,P004,SR2306,2023-08-29,1698.59
T13128,P004,SR1825,2023-09-11,996.9
T13129,P003,SR722,2023-08-18,858.96
T13130,P002,SR1720,2023-08-28,704.78
T13131,P002,SR2522,2023-08-19,269.04
T13132,P001,SR695,2023-08-21,1050.74
T13133,P002,SR2667,2023-08-20,1782.58
T13134,P001,SR275,2023-08-24,556.28
T13135,P004,SR235,2023-09-12,559.21
T13136,P001,SR2849,2023-09-05,348.62
T13137,P003,SR1649,2023-09-10,445.58
T13138,P002,SR1608,2023-09-03,992.51
T13139,P002,SR2984,2023-08-18,990.89
T13140,P003,SR2214,2023-08-20,1681.35
T13141,P003,SR2444,2023-09-13,1113.52
T13142,P002,SR1632,2023-09-09,863.78
T13143,P004,SR2436,2023-08-21,1302.6
T13144,P002,SR561,2023-09-13,233.85
T13145,P001,SR499,2023-08-25,512.86
T13146,P002,SR954,2023-09-10,1978.67
T13147,P004,SR318,2023-08-19,1831.97
T13148,P004,SR1473,2023-08-23,593.07
T13149,P003,SR2191,2023-09-08,1994.28
T13150,P004,SR1550,2023-09-12,1806.47
T13151,P002,SR1448,2023-08-29,550.7
T13152,P002,SR405,2023-09-12,1887.83
T13153,P002,SR2402,2023-08-31,1553.54
T13154,P004,SR1985,2023-08-19,1691.71
T13155,P004,SR1713,2023-08-21,1879.21
T13156,P001,SR2047,2023-09-10,1499.29
T13157,P002,SR1124,2023-08-26,663.02
T13158,P002,SR2745,2023-09-14,1279.36
T13159,P004,SR1737,2023-09-10,810.19
T13160,P003,SR387,2023-09-04,1490.22
T13161,P001,SR594,2023-08-27,762.04
T13162,P003,SR324,2023-08-19,1291.48
T13163,P004,SR951,2023-09-14,345.16
T13164,P003,SR2377,2023-09-10,1642.97
T13165,P004,SR024,2023-09-07,284.17
T13166,P002,SR624,2023-09-12,1658.91
T13167,P004,SR2290,2023-09-13,348.85
T13168,P001,SR871,2023-09-06,403.14
T13169,P001,SR616,2023-08-26,877.81
T13170,P001,SR2072,2023-09-04,1938.51
T13171,P004,SR815,2023-09-02,902.76
T13172,P003,SR2049,2023-08-22,1859.63
T13173,P004,SR2908,2023-09-11,1112.46
T13174,P002,SR748,2023-08-23,1805.44
T13175,P003,SR2154,2023-09-15,1543.42
T13176,P004,SR2507,2023-09-14,637.55
T13177,P002,SR720,2023-08-18,1916.63
T13178,P003,SR2275,2023-09-08,169.26
T13179,P003,SR2762,2023-08-28,230.95
T13180,P001,SR1715,2023-08-30,1191.5
T13181,P001,SR185,2023-09-04,593.35
T13182,P002,SR1470,2023-08-19,928.6
T13183,P004,SR1537,2023-09-06,483.08
T13184,P004,SR2077,2023-08-16,1228.28
T13185,P003,SR2163,2023-09-13,281.23
T13186,P001,SR1289,2023-09-09,897.33
T13187,P001,SR1436,2023-09-12,791.86
T13188,P003,SR1905,2023-09-14,1888.21
T13189,P001,SR2949,2023-08-29,526.49
T13190,P004,SR1337,2023-08-27,1125.12
T13191,P002,SR796,2023-09-01,1730.93
T13192,P004,SR033,2023-09-14,154.78
T13193,P004,SR434,2023-08-16,1765.14
T13194,P004,SR1003,2023-09-15,1841.49
T13195,P004,SR2302,2023-08-27,1204.31
T13196,P002,SR1829,2023-09-11,1856.53
T13197,P003,SR463,2023-08-20,1454.24
T13198,P002,SR2102,2023-09-09,1109.8
T13199,P001,SR1642,2023-09-09,670.37
T13200,P001,SR341,2023-09-02,957.41
T13201,P004,SR2483,2023-09-13,1366.44
T13202,P003,SR231,2023-09-13,1753.77
T13203,P001,SR1030,2023-09-02,1275.02
T13204,P001,SR2947,2023-09-12,642.29
T13205,P002,SR1684,2023-08-23,1531.4
T13206,P004,SR2907,2023-09-11,909.06
T13207,P004,SR446,2023-08-21,790.06
T13208,P002,SR724,2023-08-21,1960.1
T13209,P001,SR412,2023-09-03,1040.19
T13210,P003,SR431,2023-08-20,435.36
T13211,P002,SR1273,2023-08-29,1393.64
T13212,P003,SR1721,2023-09-03,1352.16
T13213,P003,SR967,2023-08-19,572.29
T13214,P003,SR578,2023-09-08,1789.77
T13215,P001,SR440,2023-08-27,631.99
T13216,P002,SR2449,2023-09-10,1567.89
T13217,P002,SR615,2023-08-24,1074.58
T13218,P002,SR148,2023-08-25,407.61
T13219,P001,SR176,2023-09-14,1283.01
T13220,P004,SR2496,2023-08-17,1028.03
T13221,P002,SR2345,2023-08-22,443.11
T13222,P001,SR465,2023-09-11,642.46
T13223,P004,SR1467,2023-09-02,188.86
T13224,P001,SR982,2023-08-18,169.87
T13225,P001,SR1754,2023-08-22,504.5
T13226,P001,SR1153,2023-09-08,962.25
T13227,P004,SR1978,2023-09-10,1612.18
T13228,P002,SR567,2023-09-13,138.5
T13229,P001,SR1661,2023-09-05,518.94
T13230,P004,SR586,2023-08-17,170.16
T13231,P004,SR1323,2023-09-09,1543.15
T13232,P002,SR663,2023-09-15,1949.0
T13233,P002,SR2825,2023-09-14,1406.84
T13234,P004,SR2782,2023-09-10,1494.05
T13235,P001,SR284,2023-08-28,129.28
T13236,P001,SR1937,2023-08-28,383.44
T13237,P002,SR525,2023-08-26,1501.5
T13238,P001,SR1581,2023-09-10,431.32
T13239,P003,SR2935,2023-09-12,1811.22
T13240,P002,SR867,2023-08-22,708.61
T13241,P003,SR2882,2023-08-31,1064.68
T13242,P004,SR2686,2023-08-18,1990.7
T13243,P004,SR1876,2023-08-17,1328.18
T13244,P004,SR533,2023-08-31,1229.49
T13245,P001,SR123,2023-08-28,805.26
T13246,P002,SR2991,2023-08-23,1983.68
T13247,P004,SR1824,2023-08-27,899.05
T13248,P003,SR2303,2023-08-30,971.73
T13249,P004,SR076,2023-08-26,642.91
T13250,P003,SR2291,2023-08-23,1630.55
T13251,P004,SR2915,2023-08-23,310.55
T13252,P003,SR2643,2023-09-04,1540.87
T13253,P002,SR1272,2023-08-20,1144.22
T13254,P001,SR1894,2023-09-05,865.18
T13255,P002,SR2530,2023-08-30,1312.83
T13256,P001,SR2858,2023-08-25,444.73
T13257,P002,SR835,2023-08-19,1575.68
T13258,P003,SR1732,2023-09-10,142.36
T13259,P004,SR1921,2023-08-29,1723.79
T13260,P001,SR2485,2023-08-16,351.36
T13261,P001,SR2258,2023-09-10,1337.51
T13262,P003,SR392,2023-08-22,1568.09
T13263,P001,SR772,2023-08-18,778.79
T13264,P001,SR2079,2023-08-31,1954.77
T13265,P004,SR2170,2023-08-18,1930.79
T13266,P001,SR762,2023-09-14,142.7
T13267,P002,SR115,2023-08-29,453.15
T13268,P004,SR2233,2023-08-16,514.23
T13269,P001,SR930,2023-09-12,311.1
T13270,P002,SR1138,2023-08-18,1860.84
T13271,P003,SR026,2023-08-24,1317.98
T13272,P004,SR2898,2023-08-20,207.51
T13273,P001,SR2991,2023-09-12,1165.27
T13274,P002,SR2072,2023-08-29,508.09
T13275,P001,SR2552,2023-09-15,1043.2
T13276,P004,SR947,2023-08-26,1152.77
T13277,P001,SR724,2023-09-05,1202.53
T13278,P004,SR1823,2023-08-21,614.99
T13279,P001,SR1318,2023-09-15,1757.95
T13280,P002,SR1365,2023-09-08,1089.5
T13281,P004,SR2301,2023-08-23,1700.71
T13282,P001,SR509,2023-08-27,233.49
T13283,P003,SR828,2023-09-13,1246.83
T13284,P002,SR1832,2023-08-25,399.51
T13285,P002,SR1774,2023-08-16,1103.91
T13286,P003,SR615,2023-08-31,1541.77
T13287,P004,SR825,2023-08-19,1392.3
T13288,P003,SR2784,2023-09-10,1193.74
T13289,P001,SR659,2023-09-04,1331.18
T13290,P001,SR511,2023-08-26,979.44
T13291,P001,SR659,2023-09-02,1816.78
T13292,P001,SR2894,2023-09-05,179.51
T13293,P001,SR481,2023-08-30,1878.45
T13294,P001,SR2214,2023-08-26,843.93
T13295,P004,SR721,2023-09-08,1989.97
T13296,P002,SR1455,2023-08-23,1230.83
T13297,P001,SR1247,2023-09-12,121.53
T13298,P001,SR362,2023-08-27,1699.73
T13299,P001,SR234,2023-08-23,272.08
T13300,P001,SR1476,2023-08-22,1731.16
T13301,P002,SR492,2023-08-31,692.88
T13302,P003,SR2156,2023-09-14,452.5
T13303,P004,SR211,2023-08-24,198.1
T13304,P004,SR519,2023-08-28,258.8
T13305,P001,SR1959,2023-09-01,544.9
T13306,P002,SR285,2023-08-24,1393.86
T13307,P003,SR2046,2023-08-19,606.36
T13308,P004,SR2719,2023-09-06,1383.89
T13309,P003,SR2293,2023-08-22,1474.63
T13310,P001,SR2796,2023-08-21,246.76
T13311,P001,SR2237,2023-08-24,1854.13
T13312,P004,SR1337,2023-08-21,189.9
T13313,P002,SR2095,2023-08-22,1879.59
T13314,P004,SR2023,2023-09-13,1460.6
T13315,P003,SR2306,2023-09-02,1992.49
T13316,P001,SR2775,2023-09-15,322.03
T13317,P004,SR1344,2023-09-04,377.21
T13318,P003,SR1717,2023-09-12,831.96
T13319,P004,SR2231,2023-09-11,998.25
T13320,P001,SR1173,2023-08-25,978.17
T13321,P002,SR1658,2023-08-29,1697.72
T13322,P003,SR2744,2023-09-11,461.21
T13323,P002,SR2148,2023-08-16,1453.66
T13324,P003,SR2577,2023-08-17,659.4
T13325,P004,SR2988,2023-08-21,1497.42
T13326,P002,SR912,2023-09-06,190.08
T13327,P002,SR658,2023-09-06,319.35
T13328,P003,SR1854,2023-09-05,518.46
T13329,P003,SR1098,2023-08-18,788.32
T13330,P004,SR2826,2023-08-16,709.4
T13331,P002,SR504,2023-09-11,256.79
T13332,P004,SR207,2023-09-04,301.29
T13333,P002,SR083,2023-09-06,1117.23
T13334,P001,SR2770,2023-09-07,1914.09
T13335,P002,SR1891,2023-09-06,1851.76
T13336,P003,SR2947,2023-08-23,869.43
T13337,P003,SR2505,2023-09-13,1486.58
T13338,P004,SR2055,2023-09-14,1920.0
T13339,P002,SR284,2023-08-17,862.28
T13340,P004,SR053,2023-08-27,1659.85
T13341,P001,SR1721,2023-08-29,380.86
T13342,P003,SR343,2023-08-23,1906.19
T13343,P004,SR2606,2023-08-27,417.31
T13344,P003,SR1267,2023-08-24,1954.8
T13345,P001,SR1407,2023-08-24,348.56
T13346,P004,SR1799,2023-09-14,1088.18
T13347,P003,SR019,2023-08-17,936.62
T13348,P001,SR362,2023-09-14,793.38
T13349,P003,SR997,2023-08-24,1332.6
T13350,P003,SR1268,2023-09-09,942.92
T13351,P003,SR1853,2023-09-13,1478.02
T13352,P001,SR577,2023-08-27,244.7
T13353,P004,SR662,2023-08-24,1688.71
T13354,P003,SR688,2023-09-12,1288.33
T13355,P002,SR381,2023-09-06,1520.78
T13356,P002,SR1319,2023-09-02,1051.1
T13357,P004,SR1223,2023-09-06,1765.15
T13358,P003,SR227,2023-08-23,128.25
T13359,P003,SR509,2023-09-11,1762.67
T13360,P003,SR402,2023-08-27,590.1
T13361,P003,SR893,2023-08-23,1394.96
T13362,P004,SR2538,2023-09-11,878.5
T13363,P004,SR1721,2023-08-23,738.75
T13364,P004,SR1894,2023-08-24,1914.38
T13365,P003,SR2054,2023-09-02,1382.12
T13366,P004,SR605,2023-09-03,1487.29
T13367,P001,SR334,2023-09-14,671.91
T13368,P003,SR2253,2023-09-11,598.89
T13369,P001,SR2160,2023-08-21,1028.72
T13370,P003,SR2085,2023-08-30,496.0
T13371,P003,SR2792,2023-09-11,835.92
T13372,P002,SR299,2023-08-18,1247.14
T13373,P003,SR1558,2023-09-12,1257.38
T13374,P001,SR1087,2023-08-24,1067.28
