rep_id,rep_name,team,region,start_date,end_date
SR1584,Name 1584,Team C,North,2023-01-04,2023-09-01
SR1585,Name 1585,Team B,West,2023-02-12,2023-09-01
SR1586,Name 1586,Team C,East,2023-01-06,2023-09-01
SR1587,Name 1587,Team B,West,2023-04-09,2023-09-01
SR1588,Name 1588,Team D,South,2023-02-14,
SR1589,Name 1589,Team A,West,2023-04-11,
SR1590,Name 1590,Team D,West,2023-03-06,
SR1591,Name 1591,Team C,West,2023-02-23,2023-09-01
SR1592,Name 1592,Team B,,2023-03-06,
SR1593,Name 1593,Team B,West,2023-03-29,
SR1594,Name 1594,Team D,East,2023-02-17,2023-09-01
SR1595,Name 1595,Team C,,2023-01-24,2023-09-01
SR1596,Name 1596,Team C,South,2023-02-28,2023-09-01
SR1597,Name 1597,Team C,South,2023-02-13,
SR1598,Name 1598,Team B,West,2023-03-26,2023-09-01
SR1599,Name 1599,Team A,South,2023-02-14,2023-09-01
SR1600,Name 1600,Team C,East,2023-03-02,2023-09-01
SR1601,Name 1601,Team C,East,2023-03-30,
SR1602,Name 1602,Team B,North,2023-01-29,
SR1603,Name 1603,Team A,,2023-01-25,
SR1604,Name 1604,Team A,South,2023-02-01,
SR1605,Name 1605,Team A,East,2023-03-23,
SR1606,Name 1606,Team C,North,2023-01-31,2023-09-01
SR1607,Name 1607,Team B,West,2023-01-20,2023-09-01
SR1608,Name 1608,Team A,East,2023-02-23,
SR1609,Name 1609,Team C,,2023-01-12,
SR1610,Name 1610,Team D,South,2023-03-14,
SR1611,Name 1611,Team C,East,2023-01-25,2023-09-01
SR1612,Name 1612,Team A,South,2023-03-20,2023-09-01
SR1613,Name 1613,Team C,South,2023-02-12,
SR1614,Name 1614,Team D,West,2023-04-08,
SR1615,Name 1615,Team A,,2023-03-26,2023-09-01
SR1616,Name 1616,Team C,South,2023-02-27,2023-09-01
SR1617,Name 1617,Team D,East,2023-03-17,2023-09-01
SR1618,Name 1618,Team D,East,2023-03-03,2023-09-01
SR1619,Name 1619,Team D,North,2023-01-27,2023-09-01
SR1620,Name 1620,Team D,West,2023-01-29,
SR1621,Name 1621,Team C,North,2023-01-31,2023-09-01
SR1622,Name 1622,Team B,,2023-03-21,2023-09-01
SR1623,Name 1623,Team A,South,2023-02-02,2023-09-01
SR1624,Name 1624,Team B,North,2023-01-31,
SR1625,Name 1625,Team D,South,2023-02-09,
SR1626,Name 1626,Team A,West,2023-02-23,2023-09-01
SR1627,Name 1627,Team A,North,2023-03-21,
SR1628,Name 1628,Team D,,2023-01-21,2023-09-01
SR1629,Name 1629,Team D,North,2023-04-04,
SR1630,Name 1630,Team C,North,2023-01-02,
SR1631,Name 1631,Team B,North,2023-03-15,
SR1632,Name 1632,Team C,North,2023-01-22,2023-09-01
SR1633,Name 1633,Team C,East,2023-02-16,2023-09-01
SR1634,Name 1634,Team C,East,2023-03-27,2023-09-01
SR1635,Name 1635,Team C,,2023-03-12,
SR1636,Name 1636,Team B,,2023-04-03,2023-09-01
SR1637,Name 1637,Team A,South,2023-02-25,2023-09-01
SR1638,Name 1638,Team C,East,2023-03-18,
SR1639,Name 1639,Team C,,2023-02-13,
SR1640,Name 1640,Team D,North,2023-03-08,
SR1641,Name 1641,Team A,North,2023-02-15,
SR1642,Name 1642,Team B,South,2023-03-30,2023-09-01
SR1643,Name 1643,Team D,West,2023-04-04,2023-09-01
SR1644,Name 1644,Team C,North,2023-02-14,2023-09-01
SR1645,Name 1645,Team C,,2023-03-05,
SR1646,Name 1646,Team C,East,2023-01-14,2023-09-01
SR1647,Name 1647,Team A,East,2023-02-02,
SR1648,Name 1648,Team C,,2023-04-08,
SR1649,Name 1649,Team D,East,2023-01-10,2023-09-01
SR1650,Name 1650,Team A,North,2023-02-25,2023-09-01
SR1651,Name 1651,Team C,East,2023-02-18,
SR1652,Name 1652,Team C,South,2023-01-15,2023-09-01
SR1653,Name 1653,Team A,,2023-03-23,2023-09-01
SR1654,Name 1654,Team D,East,2023-03-11,2023-09-01
SR1655,Name 1655,Team D,North,2023-03-01,2023-09-01
SR1656,Name 1656,Team D,West,2023-01-09,2023-09-01
SR1657,Name 1657,Team C,West,2023-01-05,2023-09-01
SR1658,Name 1658,Team D,West,2023-03-07,
SR1659,Name 1659,Team C,South,2023-04-10,
SR1660,Name 1660,Team D,South,2023-01-14,2023-09-01
SR1661,Name 1661,Team A,East,2023-01-06,2023-09-01
SR1662,Name 1662,Team C,,2023-01-16,2023-09-01
SR1663,Name 1663,Team C,North,2023-02-15,
SR1664,Name 1664,Team D,East,2023-02-01,2023-09-01
SR1665,Name 1665,Team B,West,2023-01-14,
SR1666,Name 1666,Team D,South,2023-01-17,
SR1667,Name 1667,Team D,West,2023-03-08,
SR1668,Name 1668,Team B,,2023-03-03,2023-09-01
SR1669,Name 1669,Team B,West,2023-01-02,
SR1670,Name 1670,Team D,West,2023-03-10,
SR1671,Name 1671,Team A,,2023-03-04,
SR1672,Name 1672,Team D,East,2023-04-11,
SR1673,Name 1673,Team B,West,2023-03-22,2023-09-01
SR1674,Name 1674,Team B,South,2023-01-17,
SR1675,Name 1675,Team C,East,2023-01-01,2023-09-01
SR1676,Name 1676,Team C,South,2023-03-29,2023-09-01
SR1677,Name 1677,Team D,East,2023-03-13,2023-09-01
SR1678,Name 1678,Team C,South,2023-03-03,2023-09-01
SR1679,Name 1679,Team C,North,2023-04-10,
SR1680,Name 1680,Team A,,2023-03-11,2023-09-01
SR1681,Name 1681,Team B,East,2023-01-08,2023-09-01
SR1682,Name 1682,Team D,North,2023-02-14,2023-09-01
SR1683,Name 1683,Team C,North,2023-03-13,
SR1684,Name 1684,Team B,South,2023-01-08,2023-09-01
SR1685,Name 1685,Team D,East,2023-04-08,2023-09-01
SR1686,Name 1686,Team D,West,2023-02-09,
SR1687,Name 1687,Team B,,2023-02-19,
SR1688,Name 1688,Team D,South,2023-02-08,2023-09-01
SR1689,Name 1689,Team C,,2023-02-08,2023-09-01
SR1690,Name 1690,Team C,East,2023-01-02,2023-09-01
SR1691,Name 1691,Team D,,2023-03-15,
SR1692,Name 1692,Team D,West,2023-02-10,2023-09-01
SR1693,Name 1693,Team B,West,2023-01-21,
SR1694,Name 1694,Team A,South,2023-03-13,
SR1695,Name 1695,Team B,East,2023-03-05,
SR1696,Name 1696,Team D,,2023-01-23,
SR1697,Name 1697,Team B,West,2023-02-07,
SR1698,Name 1698,Team A,,2023-01-31,2023-09-01
SR1699,Name 1699,Team A,East,2023-03-17,2023-09-01
SR1700,Name 1700,Team B,West,2023-01-21,
SR1701,Name 1701,Team A,South,2023-01-05,2023-09-01
SR1702,Name 1702,Team A,,2023-02-16,
SR1703,Name 1703,Team C,West,2023-02-20,
SR1704,Name 1704,Team C,,2023-04-05,2023-09-01
SR1705,Name 1705,Team B,South,2023-01-12,
SR1706,Name 1706,Team B,East,2023-01-23,
SR1707,Name 1707,Team D,South,2023-02-24,2023-09-01
SR1708,Name 1708,Team D,South,2023-03-11,2023-09-01
SR1709,Name 1709,Team D,West,2023-01-08,
SR1710,Name 1710,Team A,East,2023-01-18,2023-09-01
SR1711,Name 1711,Team D,North,2023-01-17,
SR1712,Name 1712,Team A,,2023-03-10,2023-09-01
SR1713,Name 1713,Team D,South,2023-02-13,2023-09-01
SR1714,Name 1714,Team A,South,2023-03-05,2023-09-01
SR1715,Name 1715,Team D,West,2023-03-14,2023-09-01
SR1716,Name 1716,Team C,,2023-02-26,
SR1717,Name 1717,Team B,North,2023-02-21,2023-09-01
SR1718,Name 1718,Team D,East,2023-02-12,
SR1719,Name 1719,Team A,East,2023-01-02,2023-09-01
SR1720,Name 1720,Team A,West,2023-02-21,2023-09-01
SR1721,Name 1721,Team A,,2023-02-24,
SR1722,Name 1722,Team A,,2023-02-07,2023-09-01
SR1723,Name 1723,Team B,,2023-04-02,
SR1724,Name 1724,Team B,East,2023-01-13,
SR1725,Name 1725,Team A,West,2023-03-24,
SR1726,Name 1726,Team D,South,2023-03-12,
SR1727,Name 1727,Team D,West,2023-03-29,2023-09-01
SR1728,Name 1728,Team A,West,2023-03-21,2023-09-01
SR1729,Name 1729,Team B,West,2023-02-19,2023-09-01
SR1730,Name 1730,Team B,East,2023-01-16,
SR1731,Name 1731,Team C,South,2023-01-25,2023-09-01
SR1732,Name 1732,Team D,,2023-03-06,2023-09-01
SR1733,Name 1733,Team D,South,2023-02-05,2023-09-01
SR1734,Name 1734,Team A,West,2023-01-01,2023-09-01
SR1735,Name 1735,Team D,West,2023-02-09,2023-09-01
SR1736,Name 1736,Team B,North,2023-01-27,
SR1737,Name 1737,Team C,South,2023-02-18,2023-09-01
SR1738,Name 1738,Team A,West,2023-02-28,
SR1739,Name 1739,Team C,East,2023-03-14,2023-09-01
SR1740,Name 1740,Team C,East,2023-03-25,
SR1741,Name 1741,Team C,West,2023-04-09,2023-09-01
SR1742,Name 1742,Team B,North,2023-02-08,
SR1743,Name 1743,Team D,South,2023-01-11,2023-09-01
SR1744,Name 1744,Team A,East,2023-01-09,
SR1745,Name 1745,Team D,West,2023-02-10,
SR1746,Name 1746,Team D,South,2023-03-08,2023-09-01
SR1747,Name 1747,Team C,West,2023-03-23,
SR1748,Name 1748,Team C,North,2023-01-25,2023-09-01
SR1749,Name 1749,Team C,,2023-02-26,
SR1750,Name 1750,Team B,North,2023-03-17,
SR1751,Name 1751,Team C,South,2023-02-19,2023-09-01
SR1752,Name 1752,Team A,South,2023-02-06,2023-09-01
SR1753,Name 1753,Team B,North,2023-01-04,
SR1754,Name 1754,Team B,North,2023-04-05,
SR1755,Name 1755,Team C,East,2023-01-04,2023-09-01
SR1756,Name 1756,Team B,West,2023-03-30,2023-09-01
SR1757,Name 1757,Team B,South,2023-03-26,2023-09-01
SR1758,Name 1758,Team B,East,2023-01-08,
SR1759,Name 1759,Team B,North,2023-03-23,
SR1760,Name 1760,Team C,North,2023-03-12,2023-09-01
SR1761,Name 1761,Team C,South,2023-01-22,
SR1762,Name 1762,Team B,West,2023-02-21,2023-09-01
SR1763,Name 1763,Team D,East,2023-01-09,
SR1764,Name 1764,Team B,West,2023-03-24,
SR1765,Name 1765,Team B,,2023-03-02,
SR1766,Name 1766,Team B,,2023-02-18,2023-09-01
SR1767,Name 1767,Team B,North,2023-01-03,2023-09-01
SR1768,Name 1768,Team B,West,2023-03-06,
SR1769,Name 1769,Team A,,2023-02-16,2023-09-01
SR1770,Name 1770,Team D,West,2023-01-05,
SR1771,Name 1771,Team B,West,2023-01-20,
SR1772,Name 1772,Team D,East,2023-01-01,
SR1773,Name 1773,Team D,East,2023-02-23,2023-09-01
SR1774,Name 1774,Team A,East,2023-01-13,2023-09-01
SR1775,Name 1775,Team C,South,2023-03-12,
SR1776,Name 1776,Team B,East,2023-02-27,2023-09-01
SR1777,Name 1777,Team D,East,2023-02-20,2023-09-01
SR1778,Name 1778,Team D,East,2023-04-05,2023-09-01
SR1779,Name 1779,Team A,West,2023-01-30,
SR1780,Name 1780,Team A,West,2023-01-10,
SR1781,Name 1781,Team B,South,2023-02-09,
SR1782,Name 1782,Team A,West,2023-02-17,2023-09-01
SR1783,Name 1783,Team A,West,2023-01-22,2023-09-01
SR1784,Name 1784,Team D,South,2023-01-27,
SR1785,Name 1785,Team C,North,2023-01-26,
SR1786,Name 1786,Team A,North,2023-03-04,
SR1787,Name 1787,Team C,South,2023-03-07,
SR1788,Name 1788,Team C,South,2023-01-21,
SR1789,Name 1789,Team A,West,2023-03-14,2023-09-01
SR1790,Name 1790,Team A,West,2023-03-13,
SR1791,Name 1791,Team A,North,2023-02-13,
SR1792,Name 1792,Team A,South,2023-01-16,
SR1793,Name 1793,Team C,,2023-03-15,
SR1794,Name 1794,Team B,South,2023-01-08,2023-09-01
SR1795,Name 1795,Team B,West,2023-03-03,2023-09-01
SR1796,Name 1796,Team A,West,2023-01-23,2023-09-01
SR1797,Name 1797,Team B,North,2023-01-09,2023-09-01
SR1798,Name 1798,Team D,West,2023-02-08,
SR1799,Name 1799,Team B,East,2023-01-30,
SR1800,Name 1800,Team D,South,2023-01-14,
SR1801,Name 1801,Team C,East,2023-03-27,
SR1802,Name 1802,Team D,West,2023-03-31,2023-09-01
SR1803,Name 1803,Team C,North,2023-02-18,2023-09-01
SR1804,Name 1804,Team B,North,2023-03-26,
SR1805,Name 1805,Team C,South,2023-04-11,2023-09-01
SR1806,Name 1806,Team B,North,2023-02-12,
SR1807,Name 1807,Team D,,2023-02-22,2023-09-01
SR1808,Name 1808,Team A,,2023-01-15,2023-09-01
SR1809,Name 1809,Team B,South,2023-01-28,2023-09-01
SR1810,Name 1810,Team D,North,2023-02-18,2023-09-01
SR1811,Name 1811,Team D,,2023-02-18,2023-09-01
SR1812,Name 1812,Team C,South,2023-01-26,2023-09-01
SR1813,Name 1813,Team D,North,2023-04-06,2023-09-01
SR1814,Name 1814,Team C,North,2023-03-22,2023-09-01
SR1815,Name 1815,Team D,North,2023-01-25,
SR1816,Name 1816,Team B,North,2023-01-01,2023-09-01
SR1817,Name 1817,Team D,,2023-01-05,
SR1818,Name 1818,Team B,East,2023-01-11,2023-09-01
SR1819,Name 1819,Team B,North,2023-03-15,2023-09-01
SR1820,Name 1820,Team A,North,2023-01-10,
SR1821,Name 1821,Team C,North,2023-03-20,
SR1822,Name 1822,Team C,East,2023-04-08,2023-09-01
SR1823,Name 1823,Team B,,2023-04-05,2023-09-01
SR1824,Name 1824,Team B,East,2023-01-03,
SR1825,Name 1825,Team D,North,2023-01-05,
SR1826,Name 1826,Team D,East,2023-04-01,2023-09-01
SR1827,Name 1827,Team A,North,2023-04-05,
SR1828,Name 1828,Team D,West,2023-03-23,
SR1829,Name 1829,Team C,South,2023-03-02,2023-09-01
SR1830,Name 1830,Team B,North,2023-02-22,2023-09-01
SR1831,Name 1831,Team C,South,2023-01-13,
SR1832,Name 1832,Team A,East,2023-02-05,2023-09-01
SR1833,Name 1833,Team D,South,2023-03-27,
SR1834,Name 1834,Team B,East,2023-01-13,
SR1835,Name 1835,Team B,West,2023-04-01,2023-09-01
SR1836,Name 1836,Team B,East,2023-02-13,
SR1837,Name 1837,Team D,East,2023-02-08,2023-09-01
SR1838,Name 1838,Team B,,2023-01-20,2023-09-01
SR1839,Name 1839,Team B,,2023-03-24,2023-09-01
SR1840,Name 1840,Team D,,2023-01-08,
SR1841,Name 1841,Team A,West,2023-03-04,2023-09-01
SR1842,Name 1842,Team C,North,2023-03-10,2023-09-01
SR1843,Name 1843,Team B,East,2023-03-30,
SR1844,Name 1844,Team B,East,2023-01-17,
SR1845,Name 1845,Team A,South,2023-02-03,2023-09-01
SR1846,Name 1846,Team D,,2023-04-08,
SR1847,Name 1847,Team B,North,2023-02-25,
SR1848,Name 1848,Team D,South,2023-01-19,
SR1849,Name 1849,Team D,South,2023-02-12,
SR1850,Name 1850,Team B,North,2023-04-05,
SR1851,Name 1851,Team D,East,2023-04-02,2023-09-01
SR1852,Name 1852,Team C,North,2023-03-03,
SR1853,Name 1853,Team A,South,2023-01-03,
SR1854,Name 1854,Team B,West,2023-03-21,2023-09-01
SR1855,Name 1855,Team C,West,2023-03-09,
SR1856,Name 1856,Team B,West,2023-03-14,2023-09-01
SR1857,Name 1857,Team D,North,2023-03-06,
SR1858,Name 1858,Team D,North,2023-01-22,2023-09-01
SR1859,Name 1859,Team B,East,2023-04-04,2023-09-01
SR1860,Name 1860,Team C,South,2023-03-31,
SR1861,Name 1861,Team A,East,2023-01-03,
SR1862,Name 1862,Team C,East,2023-02-19,
SR1863,Name 1863,Team B,South,2023-03-09,
SR1864,Name 1864,Team C,,2023-03-06,2023-09-01
SR1865,Name 1865,Team D,West,2023-02-26,
SR1866,Name 1866,Team D,North,2023-03-15,
SR1867,Name 1867,Team C,East,2023-02-02,
SR1868,Name 1868,Team C,,2023-02-09,
SR1869,Name 1869,Team D,West,2023-01-20,2023-09-01
SR1870,Name 1870,Team C,,2023-04-08,
SR1871,Name 1871,Team D,West,2023-01-03,
SR1872,Name 1872,Team D,West,2023-03-20,
SR1873,Name 1873,Team C,West,2023-03-14,2023-09-01
SR1874,Name 1874,Team C,North,2023-04-03,
SR1875,Name 1875,Team A,South,2023-03-10,2023-09-01
SR1876,Name 1876,Team D,,2023-02-26,
SR1877,Name 1877,Team A,West,2023-02-13,
SR1878,Name 1878,Team D,East,2023-02-19,2023-09-01
SR1879,Name 1879,Team C,,2023-01-24,
SR1880,Name 1880,Team C,South,2023-02-23,2023-09-01
SR1881,Name 1881,Team B,East,2023-03-31,2023-09-01
SR1882,Name 1882,Team A,,2023-01-19,
SR1883,Name 1883,Team D,South,2023-02-05,
SR1884,Name 1884,Team C,West,2023-03-14,2023-09-01
SR1885,Name 1885,Team D,,2023-01-01,
SR1886,Name 1886,Team C,North,2023-02-06,2023-09-01
SR1887,Name 1887,Team B,West,2023-02-03,
SR1888,Name 1888,Team C,South,2023-02-04,
SR1889,Name 1889,Team B,North,2023-02-16,2023-09-01
SR1890,Name 1890,Team C,North,2023-04-08,
SR1891,Name 1891,Team C,West,2023-01-07,
SR1892,Name 1892,Team C,,2023-03-30,2023-09-01
SR1893,Name 1893,Team A,South,2023-01-24,
SR1894,Name 1894,Team D,South,2023-04-01,
SR1895,Name 1895,Team C,East,2023-03-18,2023-09-01
SR1896,Name 1896,Team B,South,2023-01-19,
SR1897,Name 1897,Team B,West,2023-03-10,2023-09-01
SR1898,Name 1898,Team D,East,2023-01-02,
SR1899,Name 1899,Team B,North,2023-02-17,
SR1900,Name 1900,Team B,,2023-03-24,
SR1901,Name 1901,Team C,South,2023-04-08,
SR1902,Name 1902,Team A,South,2023-01-02,
SR1903,Name 1903,Team D,East,2023-01-02,
SR1904,Name 1904,Team C,North,2023-02-11,2023-09-01
SR1905,Name 1905,Team C,West,2023-01-11,
SR1906,Name 1906,Team A,South,2023-03-24,2023-09-01
SR1907,Name 1907,Team D,West,2023-01-20,
SR1908,Name 1908,Team A,North,2023-04-08,2023-09-01
SR1909,Name 1909,Team D,,2023-02-03,
SR1910,Name 1910,Team B,,2023-01-14,2023-09-01
SR1911,Name 1911,Team D,South,2023-02-26,2023-09-01
SR1912,Name 1912,Team B,,2023-03-17,2023-09-01
SR1913,Name 1913,Team A,,2023-04-08,
SR1914,Name 1914,Team C,West,2023-01-26,2023-09-01
SR1915,Name 1915,Team A,South,2023-03-04,2023-09-01
SR1916,Name 1916,Team B,,2023-03-01,2023-09-01
SR1917,Name 1917,Team D,West,2023-04-11,2023-09-01
SR1918,Name 1918,Team A,,2023-01-17,2023-09-01
SR1919,Name 1919,Team B,,2023-03-11,2023-09-01
SR1920,Name 1920,Team C,West,2023-04-04,2023-09-01
SR1921,Name 1921,Team C,,2023-01-15,2023-09-01
SR1922,Name 1922,Team A,West,2023-02-20,
SR1923,Name 1923,Team B,West,2023-02-17,
SR1924,Name 1924,Team B,East,2023-02-17,
SR1925,Name 1925,Team D,East,2023-01-03,
SR1926,Name 1926,Team D,West,2023-01-29,
SR1927,Name 1927,Team B,North,2023-01-30,
SR1928,Name 1928,Team D,East,2023-02-28,
SR1929,Name 1929,Team D,East,2023-03-12,
SR1930,Name 1930,Team C,North,2023-03-09,2023-09-01
SR1931,Name 1931,Team B,North,2023-03-09,
SR1932,Name 1932,Team D,,2023-04-09,
SR1933,Name 1933,Team B,East,2023-02-28,2023-09-01
SR1934,Name 1934,Team B,,2023-01-20,
SR1935,Name 1935,Team A,North,2023-02-26,2023-09-01
SR1936,Name 1936,Team A,West,2023-04-10,
SR1937,Name 1937,Team A,,2023-02-06,2023-09-01
SR1938,Name 1938,Team A,South,2023-01-23,
SR1939,Name 1939,Team D,South,2023-02-24,2023-09-01
SR1940,Name 1940,Team D,North,2023-01-14,2023-09-01
SR1941,Name 1941,Team D,East,2023-02-20,2023-09-01
SR1942,Name 1942,Team A,East,2023-03-26,2023-09-01
SR1943,Name 1943,Team A,,2023-03-16,
SR1944,Name 1944,Team D,South,2023-03-30,2023-09-01
SR1945,Name 1945,Team D,East,2023-02-18,2023-09-01
SR1946,Name 1946,Team B,East,2023-03-01,2023-09-01
SR1947,Name 1947,Team A,North,2023-02-25,
SR1948,Name 1948,Team D,South,2023-01-15,2023-09-01
SR1949,Name 1949,Team C,East,2023-02-07,
SR1950,Name 1950,Team C,West,2023-03-16,
SR1951,Name 1951,Team C,East,2023-03-04,2023-09-01
SR1952,Name 1952,Team B,,2023-01-02,
SR1953,Name 1953,Team B,,2023-03-11,2023-09-01
SR1954,Name 1954,Team C,East,2023-01-02,
SR1955,Name 1955,Team B,North,2023-02-02,2023-09-01
SR1956,Name 1956,Team D,South,2023-01-15,2023-09-01
SR1957,Name 1957,Team A,North,2023-03-25,2023-09-01
SR1958,Name 1958,Team A,East,2023-02-21,
SR1959,Name 1959,Team C,North,2023-03-27,
SR1960,Name 1960,Team B,East,2023-02-20,2023-09-01
SR1961,Name 1961,Team C,West,2023-03-18,2023-09-01
SR1962,Name 1962,Team A,North,2023-01-24,
SR1963,Name 1963,Team A,West,2023-01-07,2023-09-01
SR1964,Name 1964,Team C,North,2023-01-05,2023-09-01
SR1965,Name 1965,Team A,,2023-03-20,
SR1966,Name 1966,Team B,South,2023-01-02,2023-09-01
SR1967,Name 1967,Team D,,2023-02-28,
SR1968,Name 1968,Team A,West,2023-01-02,
SR1969,Name 1969,Team A,,2023-02-11,2023-09-01
SR1970,Name 1970,Team D,,2023-01-15,
SR1971,Name 1971,Team C,South,2023-02-27,2023-09-01
SR1972,Name 1972,Team A,,2023-02-03,2023-09-01
SR1973,Name 1973,Team D,,2023-04-01,2023-09-01
SR1974,Name 1974,Team B,South,2023-01-10,2023-09-01
SR1975,Name 1975,Team C,East,2023-03-23,2023-09-01
SR1976,Name 1976,Team C,East,2023-02-08,2023-09-01
SR1977,Name 1977,Team B,South,2023-03-03,2023-09-01
SR1978,Name 1978,Team B,North,2023-04-02,2023-09-01
SR1979,Name 1979,Team B,West,2023-03-28,2023-09-01
SR1980,Name 1980,Team D,South,2023-02-09,2023-09-01
SR1981,Name 1981,Team A,South,2023-03-14,
SR1982,Name 1982,Team D,East,2023-02-24,2023-09-01
SR1983,Name 1983,Team A,East,2023-03-26,2023-09-01
SR1984,Name 1984,Team C,West,2023-03-13,2023-09-01
SR1985,Name 1985,Team C,,2023-01-14,2023-09-01
SR1986,Name 1986,Team A,,2023-02-20,
SR1987,Name 1987,Team B,West,2023-01-29,2023-09-01
SR1988,Name 1988,Team C,North,2023-04-04,2023-09-01
SR1989,Name 1989,Team C,West,2023-02-16,
SR1990,Name 1990,Team A,East,2023-01-12,2023-09-01
SR1991,Name 1991,Team D,East,2023-04-07,
SR1992,Name 1992,Team C,East,2023-03-14,2023-09-01
SR1993,Name 1993,Team B,North,2023-02-28,2023-09-01
SR1994,Name 1994,Team D,West,2023-03-28,2023-09-01
SR1995,Name 1995,Team A,,2023-03-09,
SR1996,Name 1996,Team A,East,2023-03-07,2023-09-01
SR1997,Name 1997,Team C,West,2023-04-11,2023-09-01
SR1998,Name 1998,Team C,West,2023-03-12,
SR1999,Name 1999,Team D,South,2023-03-26,
SR2000,Name 2000,Team A,East,2023-03-01,
SR2001,Name 2001,Team C,,2023-04-01,
SR2002,Name 2002,Team A,West,2023-01-07,
SR2003,Name 2003,Team C,South,2023-03-05,2023-09-01
SR2004,Name 2004,Team A,East,2023-02-27,2023-09-01
SR2005,Name 2005,Team D,West,2023-02-01,
SR2006,Name 2006,Team D,East,2023-02-23,
SR2007,Name 2007,Team D,East,2023-01-29,
SR2008,Name 2008,Team D,East,2023-01-06,2023-09-01
SR2009,Name 2009,Team D,North,2023-04-10,2023-09-01
SR2010,Name 2010,Team A,West,2023-01-27,
SR2011,Name 2011,Team B,,2023-01-26,2023-09-01
SR2012,Name 2012,Team B,North,2023-01-18,2023-09-01
SR2013,Name 2013,Team A,North,2023-03-18,2023-09-01
SR2014,Name 2014,Team D,West,2023-03-05,2023-09-01
SR2015,Name 2015,Team B,,2023-02-09,2023-09-01
SR2016,Name 2016,Team A,West,2023-01-05,2023-09-01
SR2017,Name 2017,Team A,South,2023-04-10,
SR2018,Name 2018,Team B,West,2023-02-05,2023-09-01
SR2019,Name 2019,Team D,South,2023-02-15,
SR2020,Name 2020,Team A,South,2023-03-03,
SR2021,Name 2021,Team D,North,2023-01-19,
SR2022,Name 2022,Team B,,2023-02-15,
SR2023,Name 2023,Team B,East,2023-03-22,2023-09-01
SR2024,Name 2024,Team C,,2023-03-13,2023-09-01
SR2025,Name 2025,Team C,South,2023-01-30,2023-09-01
SR2026,Name 2026,Team A,,2023-03-21,
SR2027,Name 2027,Team B,East,2023-01-14,
SR2028,Name 2028,Team A,,2023-01-04,
SR2029,Name 2029,Team A,South,2023-01-01,2023-09-01
SR2030,Name 2030,Team C,South,2023-04-04,2023-09-01
SR2031,Name 2031,Team D,East,2023-04-07,
SR2032,Name 2032,Team D,South,2023-03-25,
SR2033,Name 2033,Team B,West,2023-03-28,
SR2034,Name 2034,Team B,North,2023-02-16,
SR2035,Name 2035,Team D,East,2023-04-09,2023-09-01
SR2036,Name 2036,Team D,,2023-03-16,2023-09-01
SR2037,Name 2037,Team D,West,2023-01-17,
SR2038,Name 2038,Team C,,2023-03-20,
SR2039,Name 2039,Team D,South,2023-01-23,2023-09-01
SR2040,Name 2040,Team B,,2023-02-13,2023-09-01
SR2041,Name 2041,Team A,,2023-01-16,2023-09-01
SR2042,Name 2042,Team B,,2023-01-05,2023-09-01
SR2043,Name 2043,Team D,South,2023-04-08,2023-09-01
SR2044,Name 2044,Team C,East,2023-01-17,2023-09-01
SR2045,Name 2045,Team A,North,2023-03-27,
SR2046,Name 2046,Team D,West,2023-02-12,
SR2047,Name 2047,Team C,North,2023-02-02,
SR2048,Name 2048,Team C,South,2023-03-14,2023-09-01
SR2049,Name 2049,Team A,West,2023-02-26,2023-09-01
SR2050,Name 2050,Team B,South,2023-03-04,2023-09-01
SR2051,Name 2051,Team C,North,2023-03-03,2023-09-01
SR2052,Name 2052,Team D,,2023-02-13,2023-09-01
SR2053,Name 2053,Team B,South,2023-02-10,
SR2054,Name 2054,Team A,South,2023-04-06,
SR2055,Name 2055,Team C,West,2023-03-13,2023-09-01
SR2056,Name 2056,Team A,North,2023-02-01,2023-09-01
SR2057,Name 2057,Team A,South,2023-02-05,2023-09-01
SR2058,Name 2058,Team D,East,2023-02-25,2023-09-01
SR2059,Name 2059,Team A,South,2023-01-19,
SR2060,Name 2060,Team B,South,2023-03-17,
SR2061,Name 2061,Team B,,2023-04-07,2023-09-01
SR2062,Name 2062,Team A,North,2023-03-09,2023-09-01
SR2063,Name 2063,Team A,North,2023-01-30,
SR2064,Name 2064,Team C,South,2023-03-31,2023-09-01
SR2065,Name 2065,Team B,West,2023-04-08,2023-09-01
SR2066,Name 2066,Team B,East,2023-03-19,2023-09-01
SR2067,Name 2067,Team C,North,2023-01-23,
SR2068,Name 2068,Team D,,2023-01-04,2023-09-01
SR2069,Name 2069,Team B,South,2023-04-01,
SR2070,Name 2070,Team B,,2023-01-05,
SR2071,Name 2071,Team B,,2023-02-21,2023-09-01
SR2072,Name 2072,Team C,North,2023-01-29,
SR2073,Name 2073,Team B,West,2023-01-22,
SR2074,Name 2074,Team D,North,2023-02-08,
SR2075,Name 2075,Team A,South,2023-02-05,
SR2076,Name 2076,Team D,,2023-02-19,
SR2077,Name 2077,Team C,West,2023-01-08,
SR2078,Name 2078,Team A,,2023-04-02,
SR2079,Name 2079,Team B,West,2023-01-08,2023-09-01
SR2080,Name 2080,Team D,,2023-02-28,2023-09-01
SR2081,Name 2081,Team A,East,2023-01-11,
SR2082,Name 2082,Team C,,2023-02-21,2023-09-01
SR2083,Name 2083,Team B,East,2023-04-02,2023-09-01
